original_index,review_text,review_text_processed,review_text_tokenized,polarity,rating,kfold_polarity,kfold_rating
90156,A entrega era para até dia 26/03. Até hoje ainda está no preparo para entrega.,a entrega era para ate dia 26/03. ate hoje ainda esta no preparo para entrega.,"['entrega', 'era', 'para', 'ate', 'dia', '26', '03', 'ate', 'hoje', 'ainda', 'esta', 'no', 'preparo', 'para', 'entrega']",0.0,1,8,8
96639,"Recebi uma mercadoria que não pedi, comprei slim life , com as seguintes composição, camu-camu, açaí e guaraná, veio turbo slim Life com picolinato de cromo, gengibre e guaraná, chegou no dia 4 errado","recebi uma mercadoria que nao pedi, comprei slim life , com as seguintes composicao, camu-camu, acai e guarana, veio turbo slim life com picolinato de cromo, gengibre e guarana, chegou no dia 4 errado","['recebi', 'uma', 'mercadoria', 'que', 'nao', 'pedi', 'comprei', 'slim', 'life', 'com', 'as', 'seguintes', 'composicao', 'camu', 'camu', 'acai', 'guarana', 'veio', 'turbo', 'slim', 'life', 'com', 'picolinato', 'de', 'cromo', 'gengibre', 'guarana', 'chegou', 'no', 'dia', 'errado']",0.0,1,9,9
89593,"Entregue dentro do prazo direitinho só acho que está com defeito pq coloquei p carregar uma noite ineira e não funcionou. Queria saber como trocar.
","entregue dentro do prazo direitinho so acho que esta com defeito pq coloquei p carregar uma noite ineira e nao funcionou. queria saber como trocar.
","['entregue', 'dentro', 'do', 'prazo', 'direitinho', 'so', 'acho', 'que', 'esta', 'com', 'defeito', 'pq', 'coloquei', 'carregar', 'uma', 'noite', 'ineira', 'nao', 'funcionou', 'queria', 'saber', 'como', 'trocar']",1.0,4,2,2
52948,O item enviado diverge do solicitado (capa de celular) e apresenta avaria na película e na capa ,o item enviado diverge do solicitado (capa de celular) e apresenta avaria na pelicula e na capa ,"['item', 'enviado', 'diverge', 'do', 'solicitado', 'capa', 'de', 'celular', 'apresenta', 'avaria', 'na', 'pelicula', 'na', 'capa']",0.0,1,1,1
21205,Recomendo ,recomendo ,['recomendo'],1.0,5,9,9
26042,Entregue no prazo.,entregue no prazo.,"['entregue', 'no', 'prazo']",1.0,4,2,2
74002,"Olá, recebi apenas o bebe conforto, o carrinho não chegou. Entrei em contato e estou no aguardo p saber o motivo.","ola, recebi apenas o bebe conforto, o carrinho nao chegou. entrei em contato e estou no aguardo p saber o motivo.","['ola', 'recebi', 'apenas', 'bebe', 'conforto', 'carrinho', 'nao', 'chegou', 'entrei', 'em', 'contato', 'estou', 'no', 'aguardo', 'saber', 'motivo']",0.0,1,5,5
26698,Chegou antes do prazo. Obrigado.,chegou antes do prazo. obrigado.,"['chegou', 'antes', 'do', 'prazo', 'obrigado']",1.0,5,6,6
12606,Muito bom e rápido,muito bom e rapido,"['muito', 'bom', 'rapido']",1.0,5,1,1
78088," Veio embalado sem proteção, como é de costume ser realizado pelos cautelosos.
É de conhecimento geral, o Correios não emprega muitos cuidados, por sorte, aparenta não restar prejudicado. melhorem!"," veio embalado sem protecao, como e de costume ser realizado pelos cautelosos.
e de conhecimento geral, o correios nao emprega muitos cuidados, por sorte, aparenta nao restar prejudicado. melhorem!","['veio', 'embalado', 'sem', 'protecao', 'como', 'de', 'costume', 'ser', 'realizado', 'pelos', 'cautelosos', 'de', 'conhecimento', 'geral', 'correios', 'nao', 'emprega', 'muitos', 'cuidados', 'por', 'sorte', 'aparenta', 'nao', 'restar', 'prejudicado', 'melhorem']",,3,-1,5
90200,Rápido e eficiente ,rapido e eficiente ,"['rapido', 'eficiente']",1.0,5,3,3
12126,O produto chegou bem antes do prazo informado.,o produto chegou bem antes do prazo informado.,"['produto', 'chegou', 'bem', 'antes', 'do', 'prazo', 'informado']",1.0,5,8,7
19305,"Não recomendo este produto. Aparentemente falsificado, o som é de péssima qualidade, nada parecido com o original que eu tenho.","nao recomendo este produto. aparentemente falsificado, o som e de pessima qualidade, nada parecido com o original que eu tenho.","['nao', 'recomendo', 'este', 'produto', 'aparentemente', 'falsificado', 'som', 'de', 'pessima', 'qualidade', 'nada', 'parecido', 'com', 'original', 'que', 'eu', 'tenho']",0.0,1,7,7
30638,"Recebi o produto de uma compra que foi cancelada pelo site no dia 07/05, e estou muito chateada com isso.","recebi o produto de uma compra que foi cancelada pelo site no dia 07/05, e estou muito chateada com isso.","['recebi', 'produto', 'de', 'uma', 'compra', 'que', 'foi', 'cancelada', 'pelo', 'site', 'no', 'dia', '07', '05', 'estou', 'muito', 'chateada', 'com', 'isso']",0.0,1,1,2
82006,Foi falado que houve problemas na entrega mas não falava o que e nem como seria resolvido. Me causou uma preocupação e frustração desnecessária já que o mesmo chegou antes do prazo estipulado. ,foi falado que houve problemas na entrega mas nao falava o que e nem como seria resolvido. me causou uma preocupacao e frustracao desnecessaria ja que o mesmo chegou antes do prazo estipulado. ,"['foi', 'falado', 'que', 'houve', 'problemas', 'na', 'entrega', 'mas', 'nao', 'falava', 'que', 'nem', 'como', 'seria', 'resolvido', 'me', 'causou', 'uma', 'preocupacao', 'frustracao', 'desnecessaria', 'ja', 'que', 'mesmo', 'chegou', 'antes', 'do', 'prazo', 'estipulado']",,3,-1,5
21577,sinto me muito seguro comprar na lannister seus parceiros cumpre com o anuncio parabéns ao funcionarios.,sinto me muito seguro comprar na lannister seus parceiros cumpre com o anuncio parabens ao funcionarios.,"['sinto', 'me', 'muito', 'seguro', 'comprar', 'na', 'lannister', 'seus', 'parceiros', 'cumpre', 'com', 'anuncio', 'parabens', 'ao', 'funcionarios']",1.0,5,8,8
31961,ÓTIMO ,otimo ,['otimo'],1.0,5,1,1
43169,Produto de qualidade ,produto de qualidade ,"['produto', 'de', 'qualidade']",,3,-1,8
66289,Recebi antes dá data combinada.,recebi antes da data combinada.,"['recebi', 'antes', 'da', 'data', 'combinada']",1.0,5,6,6
24311,"Comprei o produto no ano passado em dezembro, quase no incio, e demorou demais pra chegar, quase 1 mes. Suplemento na lannister demora demais pra chegar, e so aqui.","comprei o produto no ano passado em dezembro, quase no incio, e demorou demais pra chegar, quase 1 mes. suplemento na lannister demora demais pra chegar, e so aqui.","['comprei', 'produto', 'no', 'ano', 'passado', 'em', 'dezembro', 'quase', 'no', 'incio', 'demorou', 'demais', 'pra', 'chegar', 'quase', 'mes', 'suplemento', 'na', 'lannister', 'demora', 'demais', 'pra', 'chegar', 'so', 'aqui']",0.0,2,1,1
12558,"O relógio é lindo e chegou no prazo, apesar de o prazo ter sido bastante extenso. Foi o melhor preço q encontrei no produto, mas veio com um risco no botão reverse. Nada q impeça seu bom funcionamento","o relogio e lindo e chegou no prazo, apesar de o prazo ter sido bastante extenso. foi o melhor preco q encontrei no produto, mas veio com um risco no botao reverse. nada q impeca seu bom funcionamento","['relogio', 'lindo', 'chegou', 'no', 'prazo', 'apesar', 'de', 'prazo', 'ter', 'sido', 'bastante', 'extenso', 'foi', 'melhor', 'preco', 'encontrei', 'no', 'produto', 'mas', 'veio', 'com', 'um', 'risco', 'no', 'botao', 'reverse', 'nada', 'impeca', 'seu', 'bom', 'funcionamento']",1.0,4,7,7
35001,Muito satisfeito com a compra e o atendimento,muito satisfeito com a compra e o atendimento,"['muito', 'satisfeito', 'com', 'compra', 'atendimento']",1.0,4,9,9
53526,Cliente 100% satisfeito,cliente 100% satisfeito,"['cliente', '100', 'satisfeito']",1.0,5,1,1
6624,Ainda não recebi este item ,ainda nao recebi este item ,"['ainda', 'nao', 'recebi', 'este', 'item']",0.0,1,6,6
85400,"Ela é bem delicada acho que não vou poder lavar kkkkkk, mais pelo valor pago valeu, o modelo que eu procurava ficou bonita na minha cama","ela e bem delicada acho que nao vou poder lavar kkkkkk, mais pelo valor pago valeu, o modelo que eu procurava ficou bonita na minha cama","['ela', 'bem', 'delicada', 'acho', 'que', 'nao', 'vou', 'poder', 'lavar', 'kkkkkk', 'mais', 'pelo', 'valor', 'pago', 'valeu', 'modelo', 'que', 'eu', 'procurava', 'ficou', 'bonita', 'na', 'minha', 'cama']",1.0,5,5,5
7327,muito bom,muito bom,"['muito', 'bom']",1.0,4,9,9
22474,"recebi a entrega antes do prazo, produto de ótima qualidade, veio com instruções de cuidados e bilhete atencioso do vendedor.","recebi a entrega antes do prazo, produto de otima qualidade, veio com instrucoes de cuidados e bilhete atencioso do vendedor.","['recebi', 'entrega', 'antes', 'do', 'prazo', 'produto', 'de', 'otima', 'qualidade', 'veio', 'com', 'instrucoes', 'de', 'cuidados', 'bilhete', 'atencioso', 'do', 'vendedor']",1.0,5,7,7
52747,ok,ok,['ok'],,3,-1,3
15109,Eu estou tentando cancelar faz tempo devido o valor do frete muito abusivo ,eu estou tentando cancelar faz tempo devido o valor do frete muito abusivo ,"['eu', 'estou', 'tentando', 'cancelar', 'faz', 'tempo', 'devido', 'valor', 'do', 'frete', 'muito', 'abusivo']",0.0,1,9,9
27276,"INSTALEI NA CASA DE MEUS PAIS,ESPERO QUE FUNCIONE QUANDO PRECISAR,TOMARA QUE NUNCA PRECISE POIS GAZ VAZANDO É MUITO PERIGOSO!!!!","instalei na casa de meus pais,espero que funcione quando precisar,tomara que nunca precise pois gaz vazando e muito perigoso!!!!","['instalei', 'na', 'casa', 'de', 'meus', 'pais', 'espero', 'que', 'funcione', 'quando', 'precisar', 'tomara', 'que', 'nunca', 'precise', 'pois', 'gaz', 'vazando', 'muito', 'perigoso']",1.0,4,6,6
27868,"Muito bom o produto mim foi entregue antes do prazo, vou comprar sempre","muito bom o produto mim foi entregue antes do prazo, vou comprar sempre","['muito', 'bom', 'produto', 'mim', 'foi', 'entregue', 'antes', 'do', 'prazo', 'vou', 'comprar', 'sempre']",1.0,5,9,9
96260,Produto chegou muito rápido.adorei,produto chegou muito rapido.adorei,"['produto', 'chegou', 'muito', 'rapido', 'adorei']",1.0,5,2,2
97926,"Irresponsável,não tem nenhuma preocupação com o cliente pois cancela a venda na véspera da entrega após esperar 45dias.Fui Obrigada a colocar uma coroa para poder deixar aqui minha opinião ","irresponsavel,nao tem nenhuma preocupacao com o cliente pois cancela a venda na vespera da entrega apos esperar 45dias.fui obrigada a colocar uma coroa para poder deixar aqui minha opiniao ","['irresponsavel', 'nao', 'tem', 'nenhuma', 'preocupacao', 'com', 'cliente', 'pois', 'cancela', 'venda', 'na', 'vespera', 'da', 'entrega', 'apos', 'esperar', '45dias', 'fui', 'obrigada', 'colocar', 'uma', 'coroa', 'para', 'poder', 'deixar', 'aqui', 'minha', 'opiniao']",0.0,1,6,6
14483,Ótimo produto!!!,otimo produto!!!,"['otimo', 'produto']",1.0,5,1,1
47760,APESAR DA DEMORA PRODUTO BOM,apesar da demora produto bom,"['apesar', 'da', 'demora', 'produto', 'bom']",0.0,2,8,8
82162,Ok,ok,['ok'],,3,-1,3
61236,"Produto bom, entrega precisa!","produto bom, entrega precisa!","['produto', 'bom', 'entrega', 'precisa']",1.0,4,9,9
59886,E bonzinho,e bonzinho,['bonzinho'],,3,-1,5
54680,Produto conforme descrito. Gostei muito do produto. ,produto conforme descrito. gostei muito do produto. ,"['produto', 'conforme', 'descrito', 'gostei', 'muito', 'do', 'produto']",1.0,5,4,4
89501,Produto veio bem embalado.,produto veio bem embalado.,"['produto', 'veio', 'bem', 'embalado']",1.0,4,4,4
79926,adorei minhas xicaras são grandes de chá e deu para por direitinho...parafusei no armário e ficou tudo organizado...comprem sem medo ...muito util,adorei minhas xicaras sao grandes de cha e deu para por direitinho...parafusei no armario e ficou tudo organizado...comprem sem medo ...muito util,"['adorei', 'minhas', 'xicaras', 'sao', 'grandes', 'de', 'cha', 'deu', 'para', 'por', 'direitinho', 'parafusei', 'no', 'armario', 'ficou', 'tudo', 'organizado', 'comprem', 'sem', 'medo', 'muito', 'util']",1.0,5,3,3
75785,"Nao recebi a compra acreditando que seja por motivo TALVEZ da greve dos caminhoneiros, porem niguem entrou em contato para esclarecimento. Me gerando Dúvida realmente o que esteja se passando!.","nao recebi a compra acreditando que seja por motivo talvez da greve dos caminhoneiros, porem niguem entrou em contato para esclarecimento. me gerando duvida realmente o que esteja se passando!.","['nao', 'recebi', 'compra', 'acreditando', 'que', 'seja', 'por', 'motivo', 'talvez', 'da', 'greve', 'dos', 'caminhoneiros', 'porem', 'niguem', 'entrou', 'em', 'contato', 'para', 'esclarecimento', 'me', 'gerando', 'duvida', 'realmente', 'que', 'esteja', 'se', 'passando']",0.0,1,6,6
71872,Por enquanto ótimo serviço só falta chegar mais um produto q eu comprei e até agora não chegou mais ainda está no prazo,por enquanto otimo servico so falta chegar mais um produto q eu comprei e ate agora nao chegou mais ainda esta no prazo,"['por', 'enquanto', 'otimo', 'servico', 'so', 'falta', 'chegar', 'mais', 'um', 'produto', 'eu', 'comprei', 'ate', 'agora', 'nao', 'chegou', 'mais', 'ainda', 'esta', 'no', 'prazo']",1.0,5,4,4
65364,O pedido veio corretamente e dentro do prazo.,o pedido veio corretamente e dentro do prazo.,"['pedido', 'veio', 'corretamente', 'dentro', 'do', 'prazo']",1.0,4,2,2
94362,Avental lindo!,avental lindo!,"['avental', 'lindo']",1.0,5,1,1
76588,"Entrega antes da data, muito bom","entrega antes da data, muito bom","['entrega', 'antes', 'da', 'data', 'muito', 'bom']",1.0,5,1,1
49798,Recebi o produto antes do que esperava. Vcs são incríveis! ,recebi o produto antes do que esperava. vcs sao incriveis! ,"['recebi', 'produto', 'antes', 'do', 'que', 'esperava', 'vcs', 'sao', 'incriveis']",1.0,5,2,2
98881,"quanto ao prazo a loja esta de parabéns, mas em questão ao produto não, pois o produto que me foi entregue foi totalmente diferente do que comprei.","quanto ao prazo a loja esta de parabens, mas em questao ao produto nao, pois o produto que me foi entregue foi totalmente diferente do que comprei.","['quanto', 'ao', 'prazo', 'loja', 'esta', 'de', 'parabens', 'mas', 'em', 'questao', 'ao', 'produto', 'nao', 'pois', 'produto', 'que', 'me', 'foi', 'entregue', 'foi', 'totalmente', 'diferente', 'do', 'que', 'comprei']",1.0,4,9,9
18632,nao recebi o produto nem mandaro nem uma ligaçao,nao recebi o produto nem mandaro nem uma ligacao,"['nao', 'recebi', 'produto', 'nem', 'mandaro', 'nem', 'uma', 'ligacao']",0.0,1,8,8
92494,"Comprei uma Bike já faz 40 dias e ainda não chegou, vou processar essa empresa.","comprei uma bike ja faz 40 dias e ainda nao chegou, vou processar essa empresa.","['comprei', 'uma', 'bike', 'ja', 'faz', '40', 'dias', 'ainda', 'nao', 'chegou', 'vou', 'processar', 'essa', 'empresa']",0.0,1,5,5
35469,Na foto o produto e um e Na hora que o produto chegou e totalmente diferente .,na foto o produto e um e na hora que o produto chegou e totalmente diferente .,"['na', 'foto', 'produto', 'um', 'na', 'hora', 'que', 'produto', 'chegou', 'totalmente', 'diferente']",0.0,1,5,5
9309,Vendendor perfeito! Recomendo a todos!,vendendor perfeito! recomendo a todos!,"['vendendor', 'perfeito', 'recomendo', 'todos']",1.0,5,10,10
36797,"Bom
","bom
",['bom'],1.0,5,8,8
35704,"Olá, meu relógio ainda não foi entregue, por isso estou aqui, com certeza ocorreu algum problema e gostaria de saber quando vou recebê-lo. ","ola, meu relogio ainda nao foi entregue, por isso estou aqui, com certeza ocorreu algum problema e gostaria de saber quando vou recebe-lo. ","['ola', 'meu', 'relogio', 'ainda', 'nao', 'foi', 'entregue', 'por', 'isso', 'estou', 'aqui', 'com', 'certeza', 'ocorreu', 'algum', 'problema', 'gostaria', 'de', 'saber', 'quando', 'vou', 'recebe', 'lo']",0.0,1,9,9
82445,"Produtos com bom preço, enviam o pedido dentro de um tempo legal.","produtos com bom preco, enviam o pedido dentro de um tempo legal.","['produtos', 'com', 'bom', 'preco', 'enviam', 'pedido', 'dentro', 'de', 'um', 'tempo', 'legal']",1.0,4,8,8
85450,"Veio certinho e não demorou, só a latinha que veio um pouco amassadinha, mas gostei da pigmentação da tinta.","veio certinho e nao demorou, so a latinha que veio um pouco amassadinha, mas gostei da pigmentacao da tinta.","['veio', 'certinho', 'nao', 'demorou', 'so', 'latinha', 'que', 'veio', 'um', 'pouco', 'amassadinha', 'mas', 'gostei', 'da', 'pigmentacao', 'da', 'tinta']",1.0,4,2,2
63198,ENTREGOU PRODUTO CORRETO NO PRAZO,entregou produto correto no prazo,"['entregou', 'produto', 'correto', 'no', 'prazo']",1.0,5,1,1
5165,Não recomendaria porque estou com um pedido 01-66709005 desde o dia 27 12 2017 estava na previsão de entrega para o dia 28 12 2017... ,nao recomendaria porque estou com um pedido 01-66709005 desde o dia 27 12 2017 estava na previsao de entrega para o dia 28 12 2017... ,"['nao', 'recomendaria', 'porque', 'estou', 'com', 'um', 'pedido', '01', '66709005', 'desde', 'dia', '27', '12', '2017', 'estava', 'na', 'previsao', 'de', 'entrega', 'para', 'dia', '28', '12', '2017']",0.0,1,4,4
13090,otimo produto amei,otimo produto amei,"['otimo', 'produto', 'amei']",1.0,5,8,8
90972,Excelente! Tudo em perfeita ordem! ,excelente! tudo em perfeita ordem! ,"['excelente', 'tudo', 'em', 'perfeita', 'ordem']",1.0,5,10,10
34420,tudo 100% correto,tudo 100% correto,"['tudo', '100', 'correto']",1.0,5,7,7
4969,dsdfr3fEF,dsdfr3fef,['dsdfr3fef'],1.0,5,10,10
15039,O produto é excelente e chegou bem antes do prazo. Amei comprar nessa loja,o produto e excelente e chegou bem antes do prazo. amei comprar nessa loja,"['produto', 'excelente', 'chegou', 'bem', 'antes', 'do', 'prazo', 'amei', 'comprar', 'nessa', 'loja']",1.0,5,4,4
45689,Ficou faltando a nota fiscal,ficou faltando a nota fiscal,"['ficou', 'faltando', 'nota', 'fiscal']",,3,-1,8
366,"Última vez que compro pois hoje vai fazer 1 mês que fiz a comprar e nada, e se demorar mas tempo de entregar estarei procurando meus direitos contra as lojas lannister e a targaryen.","ultima vez que compro pois hoje vai fazer 1 mes que fiz a comprar e nada, e se demorar mas tempo de entregar estarei procurando meus direitos contra as lojas lannister e a targaryen.","['ultima', 'vez', 'que', 'compro', 'pois', 'hoje', 'vai', 'fazer', 'mes', 'que', 'fiz', 'comprar', 'nada', 'se', 'demorar', 'mas', 'tempo', 'de', 'entregar', 'estarei', 'procurando', 'meus', 'direitos', 'contra', 'as', 'lojas', 'lannister', 'targaryen']",0.0,1,4,4
75616,"O perfume que recebi tem embalagem diferente da foto do site e também diferente de um perfume igual que tenho em casa. O cheiro é bem parecido, mas não igual. Enfim, parece falsificado.","o perfume que recebi tem embalagem diferente da foto do site e tambem diferente de um perfume igual que tenho em casa. o cheiro e bem parecido, mas nao igual. enfim, parece falsificado.","['perfume', 'que', 'recebi', 'tem', 'embalagem', 'diferente', 'da', 'foto', 'do', 'site', 'tambem', 'diferente', 'de', 'um', 'perfume', 'igual', 'que', 'tenho', 'em', 'casa', 'cheiro', 'bem', 'parecido', 'mas', 'nao', 'igual', 'enfim', 'parece', 'falsificado']",0.0,2,1,1
15515,Chegou no prazo porem veio arranhado.,chegou no prazo porem veio arranhado.,"['chegou', 'no', 'prazo', 'porem', 'veio', 'arranhado']",1.0,5,6,6
30988,a entrega foi efetuada dentro do prazo previsto fiquei satisfeita.,a entrega foi efetuada dentro do prazo previsto fiquei satisfeita.,"['entrega', 'foi', 'efetuada', 'dentro', 'do', 'prazo', 'previsto', 'fiquei', 'satisfeita']",1.0,5,9,9
15205,Processo de compra perfeito!,processo de compra perfeito!,"['processo', 'de', 'compra', 'perfeito']",1.0,5,1,1
63270,"Recebi apenas um dos produtos. Nao sei por qual motivo o RELOGIO LED SPORT BLACK nao me foi entregue na mesma embalagem, ja que o codigo de rastreio e encomenda foram os mesmos. Espero receber em brev","recebi apenas um dos produtos. nao sei por qual motivo o relogio led sport black nao me foi entregue na mesma embalagem, ja que o codigo de rastreio e encomenda foram os mesmos. espero receber em brev","['recebi', 'apenas', 'um', 'dos', 'produtos', 'nao', 'sei', 'por', 'qual', 'motivo', 'relogio', 'led', 'sport', 'black', 'nao', 'me', 'foi', 'entregue', 'na', 'mesma', 'embalagem', 'ja', 'que', 'codigo', 'de', 'rastreio', 'encomenda', 'foram', 'os', 'mesmos', 'espero', 'receber', 'em', 'brev']",,3,-1,7
88816,atendeu as necessidades,atendeu as necessidades,"['atendeu', 'as', 'necessidades']",1.0,5,9,9
8926,Chegou muito antes da previsao de entrega o produto é de excelente qualidade,chegou muito antes da previsao de entrega o produto e de excelente qualidade,"['chegou', 'muito', 'antes', 'da', 'previsao', 'de', 'entrega', 'produto', 'de', 'excelente', 'qualidade']",1.0,5,4,4
91751,Produto de qualidade,produto de qualidade,"['produto', 'de', 'qualidade']",1.0,5,1,1
32784,Melhor site de compras.,melhor site de compras.,"['melhor', 'site', 'de', 'compras']",1.0,5,3,3
4916,o casaquinho é ótimo muito lindo! Pena que ficou pequeno mas já pedi para trocar por um maior,o casaquinho e otimo muito lindo! pena que ficou pequeno mas ja pedi para trocar por um maior,"['casaquinho', 'otimo', 'muito', 'lindo', 'pena', 'que', 'ficou', 'pequeno', 'mas', 'ja', 'pedi', 'para', 'trocar', 'por', 'um', 'maior']",1.0,5,7,7
51982,Comprei 2 bonecos desse de pelúcia e entregaram 1.,comprei 2 bonecos desse de pelucia e entregaram 1.,"['comprei', 'bonecos', 'desse', 'de', 'pelucia', 'entregaram']",0.0,1,6,6
66516,Produto de qualidade e a entrega antes da previsão.,produto de qualidade e a entrega antes da previsao.,"['produto', 'de', 'qualidade', 'entrega', 'antes', 'da', 'previsao']",1.0,5,2,2
41854,ok,ok,['ok'],1.0,4,4,4
85577,"Gostei do produto, só o som do boneco que já falhando... Com menos de 15 duas de uso... 
","gostei do produto, so o som do boneco que ja falhando... com menos de 15 duas de uso... 
","['gostei', 'do', 'produto', 'so', 'som', 'do', 'boneco', 'que', 'ja', 'falhando', 'com', 'menos', 'de', '15', 'duas', 'de', 'uso']",1.0,4,10,10
63618,"o produto adquirido não é o que eu esperava...
","o produto adquirido nao e o que eu esperava...
","['produto', 'adquirido', 'nao', 'que', 'eu', 'esperava']",0.0,1,3,3
44953,Gostei do compromisso com o prazo de entrega,gostei do compromisso com o prazo de entrega,"['gostei', 'do', 'compromisso', 'com', 'prazo', 'de', 'entrega']",1.0,5,8,8
59092,"Recomendo, entrega no prazo e produto bom.","recomendo, entrega no prazo e produto bom.","['recomendo', 'entrega', 'no', 'prazo', 'produto', 'bom']",1.0,4,9,9
35800,O produto chegou muito antes do que eu imaginava que chegava!,o produto chegou muito antes do que eu imaginava que chegava!,"['produto', 'chegou', 'muito', 'antes', 'do', 'que', 'eu', 'imaginava', 'que', 'chegava']",1.0,5,4,4
73376,Me entregaram antes da data prevista são ótimos ,me entregaram antes da data prevista sao otimos ,"['me', 'entregaram', 'antes', 'da', 'data', 'prevista', 'sao', 'otimos']",1.0,5,10,10
78813,Não cumpriu o prazo de entrega.,nao cumpriu o prazo de entrega.,"['nao', 'cumpriu', 'prazo', 'de', 'entrega']",0.0,1,9,9
10171,"NÃO TENHO COMO AVALIAR POIS AINDA NÃO RECEBI O PRODUTO POR FALHA DO CORREIO, O QUAL JÁ EFETUEI UMA RECLAMAÇÃO","nao tenho como avaliar pois ainda nao recebi o produto por falha do correio, o qual ja efetuei uma reclamacao","['nao', 'tenho', 'como', 'avaliar', 'pois', 'ainda', 'nao', 'recebi', 'produto', 'por', 'falha', 'do', 'correio', 'qual', 'ja', 'efetuei', 'uma', 'reclamacao']",,3,-1,4
5462,"Lindas peças, porém muito frágeis. ","lindas pecas, porem muito frageis. ","['lindas', 'pecas', 'porem', 'muito', 'frageis']",0.0,2,4,4
29643,Nada a declarar,nada a declarar,"['nada', 'declarar']",1.0,5,8,8
60532,"Nota mil, tudo perfeito.","nota mil, tudo perfeito.","['nota', 'mil', 'tudo', 'perfeito']",1.0,5,7,7
38346,"Recebi os produtos dentro do prazo.
Obrigado!","recebi os produtos dentro do prazo.
obrigado!","['recebi', 'os', 'produtos', 'dentro', 'do', 'prazo', 'obrigado']",1.0,4,4,4
80579,"Sempre tive bom relacionamento com a loja stark, sem queixas, porém ao adquirir este toner HP, e instalá-lo, além da impressão sair muito fraca, recebi a mensagem de se tratar de produto falso.","sempre tive bom relacionamento com a loja stark, sem queixas, porem ao adquirir este toner hp, e instala-lo, alem da impressao sair muito fraca, recebi a mensagem de se tratar de produto falso.","['sempre', 'tive', 'bom', 'relacionamento', 'com', 'loja', 'stark', 'sem', 'queixas', 'porem', 'ao', 'adquirir', 'este', 'toner', 'hp', 'instala', 'lo', 'alem', 'da', 'impressao', 'sair', 'muito', 'fraca', 'recebi', 'mensagem', 'de', 'se', 'tratar', 'de', 'produto', 'falso']",0.0,1,8,8
75302,"Muito bom, chegou no prazo e em perfeitas condições.","muito bom, chegou no prazo e em perfeitas condicoes.","['muito', 'bom', 'chegou', 'no', 'prazo', 'em', 'perfeitas', 'condicoes']",1.0,5,2,2
9284,Bom produto. Boa entrega. Tudo certo. Recomendo.,bom produto. boa entrega. tudo certo. recomendo.,"['bom', 'produto', 'boa', 'entrega', 'tudo', 'certo', 'recomendo']",1.0,5,2,2
14090,Recomendo!!,recomendo!!,['recomendo'],1.0,5,5,5
74505,Ainda não recebi produto e a entrega esta fora do prazo!,ainda nao recebi produto e a entrega esta fora do prazo!,"['ainda', 'nao', 'recebi', 'produto', 'entrega', 'esta', 'fora', 'do', 'prazo']",0.0,1,3,3
89196,Muita demora na entrega.,muita demora na entrega.,"['muita', 'demora', 'na', 'entrega']",0.0,2,10,10
94488,Utilizei apenas duas vezes a luva e simplesmente a luva tá rasgando totalmente,utilizei apenas duas vezes a luva e simplesmente a luva ta rasgando totalmente,"['utilizei', 'apenas', 'duas', 'vezes', 'luva', 'simplesmente', 'luva', 'ta', 'rasgando', 'totalmente']",0.0,1,8,8
3031,"Estou com problemas de pedido. O parceiro não responde, envia pedido errado e não retorna.","estou com problemas de pedido. o parceiro nao responde, envia pedido errado e nao retorna.","['estou', 'com', 'problemas', 'de', 'pedido', 'parceiro', 'nao', 'responde', 'envia', 'pedido', 'errado', 'nao', 'retorna']",0.0,1,7,7
85593,"Produto exatamente como anunciado, bem embalado e entregue no prazo!","produto exatamente como anunciado, bem embalado e entregue no prazo!","['produto', 'exatamente', 'como', 'anunciado', 'bem', 'embalado', 'entregue', 'no', 'prazo']",1.0,5,8,8
73405,EXELENTE FORNECEDOR,exelente fornecedor,"['exelente', 'fornecedor']",1.0,5,10,10
23492,"Não tem como avaliar nem o produto e nem a entrega, além do problema ser em parte dos correios.","nao tem como avaliar nem o produto e nem a entrega, alem do problema ser em parte dos correios.","['nao', 'tem', 'como', 'avaliar', 'nem', 'produto', 'nem', 'entrega', 'alem', 'do', 'problema', 'ser', 'em', 'parte', 'dos', 'correios']",,3,-1,3
60851,"qualidade do tapete muito ruim, suja só de encostar e tamanho menor do que o especificado.","qualidade do tapete muito ruim, suja so de encostar e tamanho menor do que o especificado.","['qualidade', 'do', 'tapete', 'muito', 'ruim', 'suja', 'so', 'de', 'encostar', 'tamanho', 'menor', 'do', 'que', 'especificado']",0.0,1,6,6
19990,"Solicitei Toner CB436A e recebi Toner CB435A, preciso que façam a troca do produto.","solicitei toner cb436a e recebi toner cb435a, preciso que facam a troca do produto.","['solicitei', 'toner', 'cb436a', 'recebi', 'toner', 'cb435a', 'preciso', 'que', 'facam', 'troca', 'do', 'produto']",0.0,1,5,5
66163,"a entrega encontra se no prazo,
constaria que entrega se antes pois necessitaria do produto antes do prazo determinado.","a entrega encontra se no prazo,
constaria que entrega se antes pois necessitaria do produto antes do prazo determinado.","['entrega', 'encontra', 'se', 'no', 'prazo', 'constaria', 'que', 'entrega', 'se', 'antes', 'pois', 'necessitaria', 'do', 'produto', 'antes', 'do', 'prazo', 'determinado']",0.0,2,1,1
